case:concept:name;concept:team;concept:resources
case_216;e5;re6, re3, re9
case_217;e1;re6, re12
case_218;e8;re5, re13, re3
case_219;e7;re9, re4, re8, re11, re13
case_220;e8;re7, re10
case_221;e8;re14, re19, re8, re3
case_222;e4;re16, re15, re1, re8, re2
case_223;e7;re13, re14, re10, re7, re6
case_224;e2;re12, re18, re17, re5
case_225;e7;re7, re1, re18
case_226;e3;re20, re4, re5, re13
case_227;e7;re18, re2, re3, re5, re6
case_228;e3;re18, re10, re16, re19, re11
case_229;e8;re16, re1
case_230;e6;re3, re13, re7
case_231;e6;re16, re12, re18
case_232;e4;re3, re6
case_233;e4;re2, re9, re13, re15, re14
case_234;e8;re6, re19, re17
case_235;e4;re7, re16
case_236;e4;re10, re13, re1
case_237;e6;re15, re18, re10, re16
case_238;e6;re9, re16, re7
case_239;e1;re7, re6, re12
case_240;e2;re6, re20
case_241;e5;re16, re14, re7, re17, re15
case_242;e8;re11, re5
case_243;e2;re8, re9, re4, re2
case_244;e2;re12, re17
case_245;e2;re2, re17, re15
case_246;e5;re11, re5, re2, re10, re13
case_247;e6;re10, re6
case_248;e6;re15, re14, re19, re4, re18
case_249;e1;re1, re13, re3, re14
case_250;e1;re1, re20, re19
case_251;e7;re15, re1
case_252;e4;re6, re5, re12, re7, re3
case_253;e2;re6, re8
case_254;e3;re19, re20
case_255;e6;re9, re12
case_256;e5;re5, re18, re8, re17, re4
case_257;e6;re15, re13
case_258;e6;re14, re9, re5, re4, re11
case_259;e7;re4, re7, re8, re3, re20
case_260;e3;re11, re10, re4
case_261;e2;re19, re18, re16, re3
case_262;e4;re12, re18, re10, re19, re8
case_263;e2;re6, re8, re19
case_264;e9;re3, re18, re5
case_265;e9;re7, re8, re17, re12
case_266;e7;re5, re6, re1, re18
case_267;e4;re14, re3, re16
case_268;e4;re9, re3, re5
case_269;e2;re17, re18, re15, re13, re2
case_270;e5;re8, re7, re19, re15, re6
case_271;e1;re11, re15, re14, re16
case_272;e4;re6, re2, re13, re3
case_273;e1;re3, re16, re7, re1, re4
case_274;e1;re1, re20
case_275;e5;re8, re5, re20
case_276;e6;re12, re18
case_277;e9;re10, re12, re11
case_278;e3;re9, re8, re1, re4
case_279;e6;re10, re14
case_280;e7;re3, re2, re4, re16
case_281;e3;re9, re20, re18, re6
case_282;e8;re12, re7
case_283;e1;re1, re17, re6, re2, re9
case_284;e9;re17, re2
case_285;e5;re6, re15, re5, re1
case_286;e1;re18, re6, re8
case_287;e5;re11, re20, re15, re10, re17
case_288;e5;re19, re7, re10, re16
case_289;e2;re16, re5, re20, re10
case_290;e1;re14, re8
case_291;e7;re8, re5, re2
case_292;e6;re3, re6, re13, re11
case_293;e9;re14, re17, re8, re16, re11
case_294;e7;re20, re2, re14, re11
case_295;e3;re9, re2, re13, re14, re17
case_296;e6;re20, re17, re3
case_297;e7;re12, re2, re4
case_298;e6;re5, re8, re20, re15, re13
case_299;e7;re20, re5, re10
case_300;e3;re18, re13, re15
case_301;e1;re20, re12, re16, re9, re19
case_302;e9;re7, re18
case_303;e8;re15, re13
case_304;e5;re11, re18, re15, re7, re9
case_305;e8;re7, re5
case_306;e5;re17, re3
case_307;e2;re4, re13, re18, re20, re1
case_308;e2;re7, re9
case_309;e5;re7, re18, re13, re3
case_310;e1;re20, re9, re12
case_311;e2;re18, re14, re8, re3, re9
case_312;e7;re8, re18, re14, re10, re2
case_313;e5;re6, re9
case_314;e5;re11, re6, re1
case_315;e4;re7, re8, re12, re20
case_316;e6;re4, re15
case_317;e5;re20, re12
case_318;e9;re11, re15, re8, re13
case_319;e1;re4, re10, re1, re15, re11
case_320;e4;re5, re16, re1, re7
case_321;e5;re11, re1, re16
case_322;e3;re20, re7, re11
case_323;e9;re9, re19, re7, re4, re18
case_324;e2;re16, re7, re3
case_325;e6;re14, re17, re6, re11, re19
case_326;e1;re1, re17, re15, re6, re2
case_327;e4;re3, re12
case_328;e3;re20, re9, re17
case_329;e3;re17, re11, re13, re7
case_330;e7;re9, re12, re11, re16, re13
case_331;e3;re15, re14, re18, re3, re11
case_332;e3;re14, re19, re16, re6
case_333;e4;re7, re9, re5, re19
case_334;e6;re14, re6
case_335;e6;re13, re11, re10
case_336;e8;re19, re3, re15, re9
case_337;e7;re16, re18
case_338;e8;re15, re3, re5, re6
case_339;e7;re16, re19, re2, re5, re10
case_340;e8;re3, re11
case_341;e4;re20, re10, re6, re3, re4
case_342;e8;re20, re1, re13, re2, re4
case_343;e3;re2, re1, re9, re20
case_344;e6;re9, re18, re7
case_345;e7;re5, re18, re6
case_346;e9;re9, re16, re12
case_347;e7;re4, re8, re14, re2
case_348;e3;re8, re5, re9, re1, re4
case_349;e5;re17, re12, re9, re3, re2
case_350;e8;re8, re10, re7, re5
case_351;e4;re14, re5
case_352;e2;re13, re17, re20
case_353;e7;re19, re1, re18, re10
case_354;e4;re8, re6, re2
case_355;e6;re4, re14, re19, re2
case_356;e6;re14, re1, re16
case_357;e6;re16, re8, re4, re12, re17
case_358;e4;re3, re2, re18, re16, re5
case_359;e7;re14, re16, re20
case_360;e4;re20, re9, re3, re7, re15
case_361;e1;re2, re16
case_362;e1;re12, re18
case_363;e9;re12, re15, re5
case_364;e3;re19, re4, re5
case_365;e1;re8, re10, re7, re17
case_366;e1;re11, re18, re4
case_367;e4;re18, re10, re8, re4
case_368;e7;re6, re9, re7
case_369;e6;re7, re5
case_370;e4;re2, re15, re7, re19, re14
case_371;e1;re18, re17
case_372;e4;re13, re3
case_373;e4;re16, re4, re1
case_374;e7;re8, re13, re14
case_375;e6;re20, re4, re3, re6
case_376;e7;re2, re15
case_377;e9;re9, re1
case_378;e1;re16, re10, re17
case_379;e1;re19, re14
case_380;e1;re6, re8, re11
case_381;e7;re19, re16, re11
case_382;e3;re18, re9, re8, re5
case_383;e6;re8, re5, re3
case_384;e4;re10, re8, re14, re3, re16
case_385;e3;re18, re6, re7, re3
case_386;e3;re13, re20, re1, re4, re11
case_387;e8;re2, re11, re10
case_388;e9;re18, re6, re3, re9, re14
case_389;e8;re7, re6
case_390;e4;re6, re7, re5
case_391;e7;re6, re2, re19, re8, re12
case_392;e1;re8, re20, re4, re18, re1
case_393;e1;re20, re18, re19, re12, re16
case_394;e9;re20, re7, re18, re13, re5
case_395;e4;re16, re9, re3
case_396;e8;re18, re14, re3, re2
case_397;e1;re3, re12
case_398;e4;re5, re16, re15, re7
case_399;e4;re15, re4, re19
case_400;e1;re4, re5, re15
case_401;e2;re10, re13
case_402;e3;re19, re15, re6, re3
case_403;e6;re13, re18, re14
case_404;e7;re4, re13
case_405;e2;re9, re20, re12, re18
case_406;e3;re20, re11, re4, re14
case_407;e9;re11, re17, re2
case_408;e4;re12, re11
case_409;e1;re9, re3, re14, re10, re6
case_410;e9;re20, re5, re7
case_411;e7;re17, re15, re19
case_412;e9;re4, re8, re5, re14, re10
case_413;e3;re1, re4, re7, re16
case_414;e8;re7, re15
case_415;e5;re19, re5, re16, re3, re6
case_416;e1;re13, re20, re3, re5
case_417;e8;re3, re11, re10, re9, re1
case_418;e9;re1, re4, re10, re8
case_419;e7;re12, re10, re14, re16, re4
case_420;e9;re11, re15
case_421;e1;re4, re6, re18, re2, re20
case_422;e8;re16, re4
case_423;e4;re8, re6, re3, re15
case_424;e8;re3, re9
case_425;e6;re3, re8, re6
case_426;e8;re19, re17, re1, re2, re6
case_427;e4;re6, re7, re10
case_428;e4;re12, re13, re3, re19, re4
case_429;e3;re13, re20, re14, re12, re5
case_430;e5;re13, re14, re12, re1
case_431;e9;re15, re16, re17
case_432;e8;re4, re2, re13, re6
case_433;e5;re2, re20, re18, re15, re14
case_434;e4;re8, re19, re17
case_435;e7;re18, re4, re6, re10
case_436;e4;re11, re8, re5, re3
case_437;e3;re18, re11
case_438;e1;re19, re14, re1
case_439;e6;re2, re8, re4, re18
case_440;e1;re9, re12, re17, re7
case_441;e4;re4, re13
case_442;e5;re3, re10, re13, re2
case_443;e1;re7, re19, re15
case_444;e4;re11, re19
case_445;e2;re13, re17, re20
case_446;e6;re11, re7, re12, re13
case_447;e4;re14, re11, re12
case_448;e9;re11, re1, re16
case_449;e4;re16, re3, re20, re17, re4
case_450;e4;re16, re11, re9, re4, re5
case_451;e2;re1, re13, re3
case_452;e2;re7, re8, re4
case_453;e3;re15, re2, re5, re3
case_454;e1;re14, re17, re8, re7, re3
case_455;e6;re16, re18, re10
case_456;e1;re20, re14, re8, re6, re1
case_457;e1;re17, re3, re11, re15
case_458;e4;re14, re8, re4, re5, re12
case_459;e8;re12, re11, re19
case_460;e5;re5, re18
case_461;e4;re19, re20
case_462;e5;re18, re16
case_463;e7;re12, re2
case_464;e6;re5, re17, re20, re2
case_465;e6;re13, re18, re5, re3
case_466;e3;re16, re4, re7
case_467;e4;re12, re8, re3, re5
case_468;e2;re14, re17, re7, re10
case_469;e4;re20, re4
case_470;e6;re17, re14, re6, re16, re7
case_471;e6;re11, re10, re16, re5
case_472;e6;re4, re16
case_473;e6;re6, re14, re5
case_474;e6;re9, re4, re17, re16, re8
case_475;e5;re16, re12
case_476;e8;re16, re8, re14
case_477;e6;re8, re19, re15
case_478;e6;re13, re19
case_479;e3;re3, re6, re18, re8
case_480;e1;re5, re11, re3
case_481;e4;re11, re12
case_482;e3;re11, re8, re16, re10, re18
case_483;e9;re19, re10, re16
case_484;e3;re16, re10, re12
case_485;e3;re15, re16, re18, re14
case_486;e7;re3, re16, re13, re4, re14
case_487;e5;re4, re11
case_488;e5;re6, re1, re10, re5, re15
case_489;e1;re4, re14, re5, re20
case_490;e8;re6, re1, re9
case_491;e7;re20, re10
case_492;e9;re5, re18, re12, re14
case_493;e6;re11, re9, re1, re6
case_494;e5;re11, re4
case_495;e1;re10, re2, re16
case_496;e6;re20, re9, re19, re1
case_497;e8;re13, re3, re1, re12, re7
case_498;e5;re6, re2, re19, re9
case_499;e7;re19, re20
case_500;e1;re9, re3, re17, re10
case_501;e5;re12, re19, re18, re15
case_502;e7;re19, re4
case_503;e6;re13, re17, re3, re18
case_504;e6;re7, re1
case_505;e9;re15, re12, re13, re18, re11
case_506;e7;re8, re17
case_507;e3;re8, re14, re6, re18
case_508;e1;re10, re4, re12, re11, re13
case_509;e4;re13, re15, re4
case_510;e5;re5, re16, re14, re9, re10
case_511;e2;re2, re6, re5, re13
case_512;e2;re15, re19, re14
case_513;e1;re1, re4, re8
case_514;e1;re11, re2, re5
case_515;e1;re20, re16, re1, re12, re8
case_516;e8;re16, re20, re19
case_517;e6;re10, re2
case_518;e9;re11, re18, re15
case_519;e9;re17, re18, re11, re6, re2
case_520;e8;re10, re18, re1, re13, re3
case_521;e8;re6, re15, re13
case_522;e4;re14, re16, re8, re5, re3
case_523;e4;re11, re6, re13, re8
case_524;e6;re12, re14
case_525;e7;re8, re15
case_526;e6;re11, re9, re20, re7
case_527;e2;re8, re15, re4, re18
case_528;e1;re9, re12, re13, re5
case_529;e6;re18, re15, re2
case_530;e6;re15, re7, re18, re13, re2
case_531;e5;re10, re3, re6
case_532;e8;re19, re11, re17, re2
case_533;e9;re6, re2
case_534;e4;re6, re12
case_535;e8;re19, re17, re15, re4, re12
case_536;e6;re15, re1, re6, re12, re17
case_537;e3;re1, re15, re13
case_538;e6;re9, re4
case_539;e1;re10, re8, re16, re15, re9
case_540;e2;re17, re5
case_541;e2;re9, re19
case_542;e1;re16, re18, re10, re13
case_543;e9;re5, re1, re4, re7
case_544;e2;re9, re6, re16, re14, re7
case_545;e6;re9, re17
case_546;e7;re5, re11, re1, re8
case_547;e8;re11, re6, re20, re2
case_548;e9;re3, re12, re8
case_549;e4;re19, re6, re18, re3, re14
case_550;e8;re14, re15, re17, re1
case_551;e8;re10, re12, re9, re13
case_552;e5;re13, re11
case_553;e8;re17, re8, re18, re14
case_554;e1;re14, re16, re1
case_555;e1;re9, re14, re19
case_556;e7;re11, re9, re16, re6
case_557;e2;re5, re12
case_558;e3;re7, re5, re6, re12, re3
case_559;e1;re11, re14, re6
case_560;e8;re3, re2
case_561;e8;re7, re12, re1
case_562;e4;re19, re7
case_563;e1;re12, re11, re15, re20, re2
case_564;e4;re10, re15, re16, re19, re9
case_565;e7;re16, re13, re12, re14, re1
case_566;e2;re6, re18, re17, re19, re3
case_567;e5;re13, re18, re16, re12
case_568;e9;re3, re17
case_569;e5;re17, re10, re3, re7
case_570;e8;re16, re13
case_571;e6;re15, re7
case_572;e3;re17, re15
case_573;e2;re18, re5, re3, re19, re8
case_574;e9;re3, re20, re19
case_575;e8;re13, re2, re3, re12
case_576;e4;re4, re5
case_577;e9;re19, re18
case_578;e6;re20, re15, re5, re2, re4
case_579;e2;re13, re9, re20, re17, re1
case_580;e7;re5, re2, re13, re1
case_581;e6;re16, re1, re6, re9, re8
case_582;e7;re17, re7, re14, re5
case_583;e5;re5, re13, re4, re14
case_584;e5;re15, re20, re18, re10, re14
case_585;e6;re14, re7
case_586;e3;re6, re19
case_587;e5;re7, re12
case_588;e1;re18, re16
case_589;e4;re15, re5, re3
case_590;e6;re13, re15, re4, re16, re3
case_591;e8;re19, re18
case_592;e5;re19, re11, re8, re14, re18
case_593;e4;re11, re1, re3, re18, re19
case_594;e1;re1, re5, re9
case_595;e7;re4, re14, re20, re12, re18
case_596;e4;re16, re5, re8, re17, re20
case_597;e7;re20, re10, re7, re1, re5
case_598;e1;re15, re6
case_599;e3;re5, re9, re18, re16
case_600;e9;re15, re4, re5
case_601;e2;re9, re5, re12, re10, re11
case_602;e8;re5, re13, re17, re19
case_603;e3;re3, re10, re12, re9, re1
case_604;e2;re3, re2
case_605;e9;re20, re4, re6, re9, re8
case_606;e1;re1, re17
case_607;e7;re7, re15, re11
case_608;e5;re2, re18, re9, re20
case_609;e6;re5, re4, re6, re7
case_610;e9;re18, re15
case_611;e6;re8, re14
case_612;e5;re3, re1, re2, re15
case_613;e2;re12, re10
case_614;e5;re1, re8, re7, re18
case_615;e4;re9, re17, re7, re5
case_616;e7;re8, re3
case_617;e5;re4, re19, re18
case_618;e5;re6, re1
case_619;e1;re5, re19, re9, re10
case_620;e5;re17, re1, re9, re8, re2
case_621;e2;re10, re16, re6
case_622;e7;re3, re11
case_623;e4;re14, re9
case_624;e5;re6, re11, re13
case_625;e5;re13, re6, re1, re9, re4
case_626;e7;re20, re6
case_627;e4;re12, re1, re6, re16, re5
case_628;e1;re17, re20, re9, re6
case_629;e8;re6, re3, re8
case_630;e8;re10, re2, re3
case_631;e9;re16, re12, re15
case_632;e5;re2, re20, re13, re5, re9
case_633;e5;re20, re1, re9
case_634;e1;re8, re13, re3, re1
case_635;e4;re18, re13, re14, re12, re11
case_636;e4;re13, re15
case_637;e7;re17, re7
case_638;e3;re17, re7
case_639;e3;re7, re8, re11
case_640;e6;re5, re2
case_641;e1;re9, re11, re6
case_642;e8;re1, re20
case_643;e4;re16, re1, re14
case_644;e7;re19, re17
case_645;e2;re9, re1, re6
case_646;e2;re15, re8, re16
case_647;e4;re19, re18, re14, re3, re1
case_648;e7;re6, re5, re4, re10
case_649;e7;re16, re2
case_650;e9;re9, re18, re8, re6, re19
case_651;e4;re14, re13, re9
case_652;e1;re8, re7, re12
case_653;e9;re15, re19
case_654;e3;re20, re6, re19, re16
case_655;e8;re11, re1, re10, re7, re2
case_656;e2;re20, re9
case_657;e8;re18, re16
case_658;e2;re4, re19
case_659;e3;re5, re15, re7, re19
case_660;e2;re17, re9, re1
case_661;e1;re12, re16, re17, re4, re2
case_662;e3;re13, re7, re20
case_663;e2;re17, re14, re8, re15, re3
case_664;e6;re15, re10, re1, re12, re11
case_665;e1;re13, re10, re4, re15
case_666;e2;re16, re5, re6
case_667;e1;re11, re7, re3
case_668;e7;re1, re5, re2
case_669;e7;re9, re3
case_670;e4;re12, re5, re16, re15, re13
case_671;e6;re14, re16
case_672;e6;re2, re8, re14
case_673;e8;re20, re2
case_674;e8;re17, re11, re19
case_675;e2;re12, re19, re2
case_676;e9;re17, re7, re5
case_677;e7;re15, re3, re6
case_678;e9;re14, re20, re3, re4
case_679;e8;re7, re6, re4
case_680;e1;re20, re6, re17, re13, re12
case_681;e2;re3, re15, re5, re7
case_682;e6;re17, re3, re13
case_683;e4;re10, re9, re8, re18, re5
case_684;e9;re1, re13, re20, re19, re4
case_685;e3;re13, re8, re12
case_686;e6;re2, re20, re4
case_687;e9;re5, re2
case_688;e2;re11, re16, re7
case_689;e1;re17, re19, re7, re3
case_690;e9;re14, re4
case_691;e1;re19, re13, re5, re15, re18
case_692;e8;re4, re15, re17, re20, re1
case_693;e3;re20, re7, re12
case_694;e2;re8, re3
case_695;e9;re9, re17, re3
case_696;e9;re18, re13, re20
case_697;e2;re17, re13
case_698;e6;re13, re10, re18
case_699;e2;re18, re13
case_700;e3;re8, re17, re6
case_701;e9;re16, re14
case_702;e3;re10, re1, re16, re3
case_703;e5;re8, re19, re10, re9
case_704;e8;re13, re2, re7, re11
case_705;e5;re16, re13
case_706;e3;re9, re15, re6
case_707;e3;re13, re7, re1, re6, re20
case_708;e7;re12, re13, re1, re14
case_709;e2;re2, re8
case_710;e4;re3, re6, re13
case_711;e5;re15, re6, re14, re18
case_712;e5;re14, re16, re11, re10, re7
case_713;e8;re4, re12, re18, re13
case_714;e7;re15, re1, re4, re13
case_715;e2;re20, re8
case_716;e6;re19, re11, re17, re8, re10
case_717;e3;re6, re10
case_718;e9;re3, re8, re20, re13, re10
case_719;e1;re10, re1, re15, re12
case_720;e5;re4, re20
case_721;e7;re20, re14
case_722;e8;re4, re7, re10, re14, re2
case_723;e1;re8, re16, re17, re20
case_724;e4;re11, re19, re4, re1, re10
case_725;e7;re12, re10
case_726;e2;re4, re11, re1
case_727;e1;re18, re10, re17, re13, re12
case_728;e5;re17, re3
case_729;e1;re1, re20
case_730;e8;re4, re16
case_731;e4;re2, re4, re18, re13
case_732;e7;re19, re5
case_733;e3;re3, re2
case_734;e7;re17, re12, re1, re7, re5
case_735;e8;re15, re20, re3
case_736;e6;re12, re6, re7, re14
case_737;e9;re12, re9, re15
case_738;e8;re10, re9, re20, re12
case_739;e5;re13, re11, re19, re20, re16
case_740;e2;re15, re19, re3
case_741;e9;re18, re12
case_742;e2;re7, re6, re11, re15
case_743;e7;re17, re15
case_744;e5;re1, re5, re4
case_745;e5;re5, re4, re14, re13
case_746;e5;re2, re8, re18, re9, re11
case_747;e9;re13, re6
case_748;e9;re5, re13, re20, re1, re2
case_749;e2;re8, re16, re9, re15
case_750;e3;re15, re20, re8
case_751;e8;re16, re9, re14, re5, re15
case_752;e9;re6, re4, re2
case_753;e2;re2, re15, re1, re7
case_754;e5;re9, re13, re2, re14, re10
case_755;e8;re4, re9, re13, re16, re7
case_756;e5;re18, re15, re2
case_757;e8;re4, re1
case_758;e1;re12, re7, re13, re8, re11
case_759;e3;re18, re14, re12
case_760;e2;re12, re17
case_761;e7;re10, re11, re17, re1, re2
case_762;e5;re16, re17, re8, re2
case_763;e4;re7, re15, re5, re6
case_764;e7;re2, re14, re18, re9
case_765;e7;re14, re8, re12, re10, re17
case_766;e2;re18, re11, re12
case_767;e7;re11, re18, re13, re9
case_768;e9;re6, re4
case_769;e5;re1, re18
case_770;e7;re17, re15
case_771;e5;re18, re19
case_772;e7;re11, re1, re15, re9
case_773;e5;re11, re17, re1, re14, re13
case_774;e5;re19, re13, re8, re6
case_775;e7;re4, re16
case_776;e8;re4, re3
case_777;e6;re10, re14, re5, re19, re7
case_778;e8;re7, re6, re19, re4
case_779;e9;re12, re5, re11, re14, re18
case_780;e7;re17, re1
case_781;e2;re16, re11, re12, re14, re9
case_782;e7;re12, re15, re13
case_783;e5;re18, re6, re20, re3, re12
case_784;e8;re19, re2, re17, re9, re12
case_785;e8;re9, re3, re15
case_786;e5;re20, re10, re11, re15
case_787;e1;re17, re4, re14, re9, re12
case_788;e5;re5, re9
case_789;e2;re6, re18
case_790;e5;re1, re9, re7
case_791;e9;re16, re6
case_792;e8;re3, re17, re14, re2
case_793;e8;re20, re18, re8, re3, re19
case_794;e3;re14, re19, re1
case_795;e5;re20, re17, re10, re4
case_796;e3;re9, re5
case_797;e6;re17, re20, re3, re12, re7
case_798;e2;re20, re12, re13, re9
case_799;e2;re15, re4, re3
case_800;e2;re19, re17, re4
