case:concept:name;concept:team;concept:resources
234;e6;['re1', 're2', 're14']
235;e4;['re7', 're10', 're11']
236;e6;['re1', 're2', 're14']
237;e2;['re2', 're4', 're5']
238;e3;['re5', 're6', 're7', 're8', 're9']
239;e6;['re1', 're2', 're14']
240;e6;['re1', 're2', 're14']
241;e1;['re1', 're2', 're3', 're4']
242;e2;['re2', 're4', 're5']
243;e1;['re1', 're2', 're3', 're4']
244;e7;['re7', 're10', 're11']
245;e4;['re7', 're10', 're11']
246;e6;['re1', 're2', 're14']
247;e6;['re1', 're2', 're14']
248;e6;['re1', 're2', 're14']
249;e5;['re12', 're13']
250;e3;['re5', 're6', 're7', 're8', 're9']
251;e6;['re1', 're2', 're14']
252;e3;['re5', 're6', 're7', 're8', 're9']
253;e6;['re1', 're2', 're14']
254;e1;['re1', 're2', 're3', 're4']
255;e5;['re12', 're13']
256;e3;['re5', 're6', 're7', 're8', 're9']
257;e5;['re12', 're13']
258;e4;['re7', 're10', 're11']
259;e5;['re12', 're13']
260;e2;['re2', 're4', 're5']
261;e7;['re7', 're10', 're11']
262;e7;['re7', 're10', 're11']
263;e6;['re1', 're2', 're14']
264;e4;['re7', 're10', 're11']
265;e7;['re7', 're10', 're11']
266;e4;['re7', 're10', 're11']
267;e2;['re2', 're4', 're5']
268;e6;['re1', 're2', 're14']
269;e6;['re1', 're2', 're14']
270;e1;['re1', 're2', 're3', 're4']
271;e3;['re5', 're6', 're7', 're8', 're9']
272;e2;['re2', 're4', 're5']
273;e2;['re2', 're4', 're5']
274;e6;['re1', 're2', 're14']
275;e5;['re12', 're13']
276;e4;['re7', 're10', 're11']
277;e7;['re7', 're10', 're11']
278;e6;['re1', 're2', 're14']
279;e7;['re7', 're10', 're11']
280;e3;['re5', 're6', 're7', 're8', 're9']
281;e1;['re1', 're2', 're3', 're4']
282;e5;['re12', 're13']
283;e1;['re1', 're2', 're3', 're4']
284;e4;['re7', 're10', 're11']
285;e6;['re1', 're2', 're14']
286;e4;['re7', 're10', 're11']
287;e4;['re7', 're10', 're11']
288;e1;['re1', 're2', 're3', 're4']
289;e6;['re1', 're2', 're14']
290;e4;['re7', 're10', 're11']
291;e5;['re12', 're13']
292;e7;['re7', 're10', 're11']
293;e6;['re1', 're2', 're14']
294;e3;['re5', 're6', 're7', 're8', 're9']
295;e7;['re7', 're10', 're11']
296;e6;['re1', 're2', 're14']
297;e3;['re5', 're6', 're7', 're8', 're9']
298;e5;['re12', 're13']
299;e5;['re12', 're13']
300;e1;['re1', 're2', 're3', 're4']
301;e4;['re7', 're10', 're11']
302;e4;['re7', 're10', 're11']
303;e2;['re2', 're4', 're5']
304;e5;['re12', 're13']
305;e3;['re5', 're6', 're7', 're8', 're9']
306;e1;['re1', 're2', 're3', 're4']
307;e3;['re5', 're6', 're7', 're8', 're9']
308;e7;['re7', 're10', 're11']
309;e7;['re7', 're10', 're11']
310;e7;['re7', 're10', 're11']
311;e5;['re12', 're13']
312;e2;['re2', 're4', 're5']
313;e5;['re12', 're13']
314;e4;['re7', 're10', 're11']
315;e2;['re2', 're4', 're5']
316;e6;['re1', 're2', 're14']
317;e3;['re5', 're6', 're7', 're8', 're9']
318;e2;['re2', 're4', 're5']
319;e4;['re7', 're10', 're11']
320;e7;['re7', 're10', 're11']
321;e6;['re1', 're2', 're14']
322;e7;['re7', 're10', 're11']
323;e7;['re7', 're10', 're11']
324;e2;['re2', 're4', 're5']
325;e4;['re7', 're10', 're11']
326;e4;['re7', 're10', 're11']
327;e4;['re7', 're10', 're11']
328;e5;['re12', 're13']
329;e4;['re7', 're10', 're11']
330;e7;['re7', 're10', 're11']
331;e3;['re5', 're6', 're7', 're8', 're9']
332;e5;['re12', 're13']
333;e2;['re2', 're4', 're5']
334;e3;['re5', 're6', 're7', 're8', 're9']
335;e5;['re12', 're13']
336;e1;['re1', 're2', 're3', 're4']
337;e4;['re7', 're10', 're11']
338;e2;['re2', 're4', 're5']
339;e4;['re7', 're10', 're11']
340;e4;['re7', 're10', 're11']
341;e4;['re7', 're10', 're11']
342;e7;['re7', 're10', 're11']
343;e7;['re7', 're10', 're11']
344;e3;['re5', 're6', 're7', 're8', 're9']
345;e5;['re12', 're13']
346;e7;['re7', 're10', 're11']
347;e2;['re2', 're4', 're5']
348;e5;['re12', 're13']
349;e6;['re1', 're2', 're14']
350;e6;['re1', 're2', 're14']
351;e5;['re12', 're13']
352;e1;['re1', 're2', 're3', 're4']
353;e6;['re1', 're2', 're14']
354;e7;['re7', 're10', 're11']
355;e5;['re12', 're13']
356;e2;['re2', 're4', 're5']
357;e7;['re7', 're10', 're11']
358;e6;['re1', 're2', 're14']
359;e4;['re7', 're10', 're11']
360;e5;['re12', 're13']
361;e5;['re12', 're13']
362;e3;['re5', 're6', 're7', 're8', 're9']
363;e3;['re5', 're6', 're7', 're8', 're9']
364;e2;['re2', 're4', 're5']
365;e1;['re1', 're2', 're3', 're4']
366;e7;['re7', 're10', 're11']
367;e6;['re1', 're2', 're14']
368;e6;['re1', 're2', 're14']
369;e2;['re2', 're4', 're5']
370;e6;['re1', 're2', 're14']
371;e5;['re12', 're13']
372;e1;['re1', 're2', 're3', 're4']
373;e4;['re7', 're10', 're11']
374;e6;['re1', 're2', 're14']
375;e7;['re7', 're10', 're11']
376;e6;['re1', 're2', 're14']
377;e3;['re5', 're6', 're7', 're8', 're9']
378;e1;['re1', 're2', 're3', 're4']
379;e7;['re7', 're10', 're11']
380;e2;['re2', 're4', 're5']
381;e7;['re7', 're10', 're11']
382;e7;['re7', 're10', 're11']
383;e2;['re2', 're4', 're5']
384;e5;['re12', 're13']
385;e1;['re1', 're2', 're3', 're4']
386;e4;['re7', 're10', 're11']
387;e1;['re1', 're2', 're3', 're4']
388;e2;['re2', 're4', 're5']
389;e6;['re1', 're2', 're14']
390;e1;['re1', 're2', 're3', 're4']
391;e7;['re7', 're10', 're11']
392;e6;['re1', 're2', 're14']
393;e3;['re5', 're6', 're7', 're8', 're9']
394;e7;['re7', 're10', 're11']
395;e4;['re7', 're10', 're11']
396;e1;['re1', 're2', 're3', 're4']
397;e1;['re1', 're2', 're3', 're4']
398;e3;['re5', 're6', 're7', 're8', 're9']
399;e4;['re7', 're10', 're11']
400;e1;['re1', 're2', 're3', 're4']
401;e6;['re1', 're2', 're14']
402;e5;['re12', 're13']
403;e7;['re7', 're10', 're11']
404;e4;['re7', 're10', 're11']
405;e3;['re5', 're6', 're7', 're8', 're9']
406;e2;['re2', 're4', 're5']
407;e5;['re12', 're13']
408;e2;['re2', 're4', 're5']
409;e6;['re1', 're2', 're14']
410;e2;['re2', 're4', 're5']
411;e1;['re1', 're2', 're3', 're4']
412;e2;['re2', 're4', 're5']
413;e5;['re12', 're13']
414;e2;['re2', 're4', 're5']
415;e4;['re7', 're10', 're11']
416;e5;['re12', 're13']
417;e2;['re2', 're4', 're5']
418;e4;['re7', 're10', 're11']
419;e5;['re12', 're13']
420;e2;['re2', 're4', 're5']
421;e2;['re2', 're4', 're5']
422;e1;['re1', 're2', 're3', 're4']
423;e3;['re5', 're6', 're7', 're8', 're9']
424;e5;['re12', 're13']
425;e5;['re12', 're13']
426;e5;['re12', 're13']
427;e3;['re5', 're6', 're7', 're8', 're9']
428;e6;['re1', 're2', 're14']
429;e3;['re5', 're6', 're7', 're8', 're9']
430;e2;['re2', 're4', 're5']
431;e2;['re2', 're4', 're5']
432;e3;['re5', 're6', 're7', 're8', 're9']
433;e2;['re2', 're4', 're5']
434;e6;['re1', 're2', 're14']
435;e7;['re7', 're10', 're11']
436;e5;['re12', 're13']
437;e7;['re7', 're10', 're11']
438;e4;['re7', 're10', 're11']
439;e4;['re7', 're10', 're11']
440;e3;['re5', 're6', 're7', 're8', 're9']
441;e2;['re2', 're4', 're5']
442;e7;['re7', 're10', 're11']
443;e7;['re7', 're10', 're11']
444;e1;['re1', 're2', 're3', 're4']
445;e1;['re1', 're2', 're3', 're4']
446;e7;['re7', 're10', 're11']
447;e1;['re1', 're2', 're3', 're4']
448;e1;['re1', 're2', 're3', 're4']
449;e1;['re1', 're2', 're3', 're4']
450;e5;['re12', 're13']
451;e7;['re7', 're10', 're11']
452;e2;['re2', 're4', 're5']
453;e5;['re12', 're13']
454;e5;['re12', 're13']
455;e1;['re1', 're2', 're3', 're4']
456;e5;['re12', 're13']
457;e5;['re12', 're13']
458;e6;['re1', 're2', 're14']
459;e2;['re2', 're4', 're5']
460;e1;['re1', 're2', 're3', 're4']
461;e6;['re1', 're2', 're14']
462;e4;['re7', 're10', 're11']
463;e4;['re7', 're10', 're11']
464;e3;['re5', 're6', 're7', 're8', 're9']
465;e6;['re1', 're2', 're14']
466;e6;['re1', 're2', 're14']
467;e1;['re1', 're2', 're3', 're4']
468;e6;['re1', 're2', 're14']
469;e3;['re5', 're6', 're7', 're8', 're9']
470;e2;['re2', 're4', 're5']
471;e6;['re1', 're2', 're14']
472;e1;['re1', 're2', 're3', 're4']
473;e7;['re7', 're10', 're11']
474;e4;['re7', 're10', 're11']
475;e2;['re2', 're4', 're5']
476;e7;['re7', 're10', 're11']
477;e6;['re1', 're2', 're14']
478;e3;['re5', 're6', 're7', 're8', 're9']
479;e4;['re7', 're10', 're11']
480;e2;['re2', 're4', 're5']
481;e6;['re1', 're2', 're14']
482;e4;['re7', 're10', 're11']
483;e4;['re7', 're10', 're11']
484;e1;['re1', 're2', 're3', 're4']
485;e1;['re1', 're2', 're3', 're4']
486;e4;['re7', 're10', 're11']
487;e6;['re1', 're2', 're14']
488;e4;['re7', 're10', 're11']
489;e3;['re5', 're6', 're7', 're8', 're9']
490;e1;['re1', 're2', 're3', 're4']
491;e7;['re7', 're10', 're11']
492;e3;['re5', 're6', 're7', 're8', 're9']
493;e4;['re7', 're10', 're11']
494;e1;['re1', 're2', 're3', 're4']
495;e5;['re12', 're13']
496;e3;['re5', 're6', 're7', 're8', 're9']
497;e1;['re1', 're2', 're3', 're4']
498;e1;['re1', 're2', 're3', 're4']
499;e3;['re5', 're6', 're7', 're8', 're9']
500;e6;['re1', 're2', 're14']
501;e7;['re7', 're10', 're11']
502;e4;['re7', 're10', 're11']
503;e6;['re1', 're2', 're14']
504;e4;['re7', 're10', 're11']
505;e4;['re7', 're10', 're11']
506;e7;['re7', 're10', 're11']
507;e6;['re1', 're2', 're14']
508;e6;['re1', 're2', 're14']
509;e1;['re1', 're2', 're3', 're4']
510;e6;['re1', 're2', 're14']
511;e7;['re7', 're10', 're11']
512;e7;['re7', 're10', 're11']
513;e4;['re7', 're10', 're11']
514;e6;['re1', 're2', 're14']
515;e2;['re2', 're4', 're5']
516;e5;['re12', 're13']
517;e7;['re7', 're10', 're11']
518;e3;['re5', 're6', 're7', 're8', 're9']
519;e2;['re2', 're4', 're5']
520;e7;['re7', 're10', 're11']
521;e4;['re7', 're10', 're11']
522;e1;['re1', 're2', 're3', 're4']
523;e5;['re12', 're13']
524;e7;['re7', 're10', 're11']
525;e2;['re2', 're4', 're5']
526;e4;['re7', 're10', 're11']
527;e4;['re7', 're10', 're11']
528;e3;['re5', 're6', 're7', 're8', 're9']
529;e2;['re2', 're4', 're5']
530;e6;['re1', 're2', 're14']
531;e7;['re7', 're10', 're11']
532;e7;['re7', 're10', 're11']
533;e5;['re12', 're13']
534;e7;['re7', 're10', 're11']
535;e4;['re7', 're10', 're11']
536;e1;['re1', 're2', 're3', 're4']
537;e6;['re1', 're2', 're14']
538;e3;['re5', 're6', 're7', 're8', 're9']
539;e7;['re7', 're10', 're11']
540;e3;['re5', 're6', 're7', 're8', 're9']
541;e6;['re1', 're2', 're14']
542;e7;['re7', 're10', 're11']
543;e6;['re1', 're2', 're14']
544;e7;['re7', 're10', 're11']
545;e5;['re12', 're13']
546;e4;['re7', 're10', 're11']
547;e6;['re1', 're2', 're14']
548;e2;['re2', 're4', 're5']
549;e2;['re2', 're4', 're5']
550;e1;['re1', 're2', 're3', 're4']
551;e6;['re1', 're2', 're14']
552;e7;['re7', 're10', 're11']
553;e1;['re1', 're2', 're3', 're4']
554;e7;['re7', 're10', 're11']
555;e3;['re5', 're6', 're7', 're8', 're9']
556;e7;['re7', 're10', 're11']
557;e5;['re12', 're13']
558;e6;['re1', 're2', 're14']
559;e5;['re12', 're13']
560;e7;['re7', 're10', 're11']
561;e4;['re7', 're10', 're11']
562;e3;['re5', 're6', 're7', 're8', 're9']
563;e1;['re1', 're2', 're3', 're4']
564;e1;['re1', 're2', 're3', 're4']
565;e5;['re12', 're13']
566;e3;['re5', 're6', 're7', 're8', 're9']
567;e3;['re5', 're6', 're7', 're8', 're9']
568;e1;['re1', 're2', 're3', 're4']
569;e2;['re2', 're4', 're5']
570;e4;['re7', 're10', 're11']
571;e5;['re12', 're13']
572;e1;['re1', 're2', 're3', 're4']
573;e4;['re7', 're10', 're11']
574;e4;['re7', 're10', 're11']
575;e6;['re1', 're2', 're14']
576;e2;['re2', 're4', 're5']
577;e5;['re12', 're13']
578;e2;['re2', 're4', 're5']
579;e2;['re2', 're4', 're5']
580;e4;['re7', 're10', 're11']
581;e6;['re1', 're2', 're14']
582;e5;['re12', 're13']
583;e3;['re5', 're6', 're7', 're8', 're9']
584;e4;['re7', 're10', 're11']
585;e5;['re12', 're13']
586;e5;['re12', 're13']
587;e1;['re1', 're2', 're3', 're4']
588;e1;['re1', 're2', 're3', 're4']
589;e4;['re7', 're10', 're11']
590;e5;['re12', 're13']
591;e4;['re7', 're10', 're11']
592;e2;['re2', 're4', 're5']
593;e7;['re7', 're10', 're11']
594;e5;['re12', 're13']
595;e7;['re7', 're10', 're11']
596;e2;['re2', 're4', 're5']
597;e5;['re12', 're13']
598;e3;['re5', 're6', 're7', 're8', 're9']
599;e5;['re12', 're13']
600;e3;['re5', 're6', 're7', 're8', 're9']
601;e2;['re2', 're4', 're5']
602;e7;['re7', 're10', 're11']
603;e6;['re1', 're2', 're14']
604;e2;['re2', 're4', 're5']
605;e5;['re12', 're13']
606;e2;['re2', 're4', 're5']
607;e5;['re12', 're13']
608;e5;['re12', 're13']
609;e5;['re12', 're13']
610;e1;['re1', 're2', 're3', 're4']
611;e2;['re2', 're4', 're5']
612;e4;['re7', 're10', 're11']
613;e5;['re12', 're13']
614;e7;['re7', 're10', 're11']
615;e7;['re7', 're10', 're11']
616;e5;['re12', 're13']
617;e5;['re12', 're13']
618;e4;['re7', 're10', 're11']
619;e2;['re2', 're4', 're5']
620;e1;['re1', 're2', 're3', 're4']
621;e1;['re1', 're2', 're3', 're4']
622;e4;['re7', 're10', 're11']
623;e1;['re1', 're2', 're3', 're4']
624;e4;['re7', 're10', 're11']
625;e7;['re7', 're10', 're11']
626;e5;['re12', 're13']
627;e6;['re1', 're2', 're14']
628;e1;['re1', 're2', 're3', 're4']
629;e7;['re7', 're10', 're11']
630;e2;['re2', 're4', 're5']
631;e4;['re7', 're10', 're11']
632;e4;['re7', 're10', 're11']
633;e2;['re2', 're4', 're5']
634;e2;['re2', 're4', 're5']
635;e5;['re12', 're13']
636;e7;['re7', 're10', 're11']
637;e5;['re12', 're13']
638;e3;['re5', 're6', 're7', 're8', 're9']
639;e1;['re1', 're2', 're3', 're4']
640;e6;['re1', 're2', 're14']
641;e4;['re7', 're10', 're11']
642;e6;['re1', 're2', 're14']
643;e4;['re7', 're10', 're11']
644;e4;['re7', 're10', 're11']
645;e7;['re7', 're10', 're11']
646;e2;['re2', 're4', 're5']
647;e5;['re12', 're13']
648;e3;['re5', 're6', 're7', 're8', 're9']
649;e4;['re7', 're10', 're11']
650;e7;['re7', 're10', 're11']
651;e5;['re12', 're13']
652;e5;['re12', 're13']
653;e1;['re1', 're2', 're3', 're4']
654;e6;['re1', 're2', 're14']
655;e7;['re7', 're10', 're11']
656;e5;['re12', 're13']
657;e6;['re1', 're2', 're14']
658;e3;['re5', 're6', 're7', 're8', 're9']
659;e3;['re5', 're6', 're7', 're8', 're9']
660;e4;['re7', 're10', 're11']
661;e6;['re1', 're2', 're14']
662;e3;['re5', 're6', 're7', 're8', 're9']
663;e7;['re7', 're10', 're11']
664;e1;['re1', 're2', 're3', 're4']
665;e5;['re12', 're13']
666;e4;['re7', 're10', 're11']
667;e6;['re1', 're2', 're14']
668;e4;['re7', 're10', 're11']
669;e6;['re1', 're2', 're14']
670;e2;['re2', 're4', 're5']
671;e2;['re2', 're4', 're5']
672;e3;['re5', 're6', 're7', 're8', 're9']
673;e7;['re7', 're10', 're11']
674;e5;['re12', 're13']
675;e2;['re2', 're4', 're5']
676;e2;['re2', 're4', 're5']
677;e6;['re1', 're2', 're14']
678;e7;['re7', 're10', 're11']
679;e2;['re2', 're4', 're5']
680;e5;['re12', 're13']
681;e6;['re1', 're2', 're14']
682;e1;['re1', 're2', 're3', 're4']
683;e7;['re7', 're10', 're11']
684;e4;['re7', 're10', 're11']
685;e2;['re2', 're4', 're5']
686;e3;['re5', 're6', 're7', 're8', 're9']
687;e3;['re5', 're6', 're7', 're8', 're9']
688;e3;['re5', 're6', 're7', 're8', 're9']
689;e1;['re1', 're2', 're3', 're4']
690;e7;['re7', 're10', 're11']
691;e1;['re1', 're2', 're3', 're4']
692;e2;['re2', 're4', 're5']
693;e6;['re1', 're2', 're14']
694;e1;['re1', 're2', 're3', 're4']
695;e3;['re5', 're6', 're7', 're8', 're9']
696;e4;['re7', 're10', 're11']
697;e5;['re12', 're13']
698;e6;['re1', 're2', 're14']
699;e1;['re1', 're2', 're3', 're4']
700;e6;['re1', 're2', 're14']
701;e3;['re5', 're6', 're7', 're8', 're9']
702;e1;['re1', 're2', 're3', 're4']
703;e6;['re1', 're2', 're14']
704;e3;['re5', 're6', 're7', 're8', 're9']
705;e1;['re1', 're2', 're3', 're4']
706;e7;['re7', 're10', 're11']
707;e7;['re7', 're10', 're11']
708;e5;['re12', 're13']
709;e7;['re7', 're10', 're11']
710;e3;['re5', 're6', 're7', 're8', 're9']
711;e3;['re5', 're6', 're7', 're8', 're9']
712;e7;['re7', 're10', 're11']
713;e6;['re1', 're2', 're14']
714;e1;['re1', 're2', 're3', 're4']
715;e7;['re7', 're10', 're11']
716;e3;['re5', 're6', 're7', 're8', 're9']
717;e2;['re2', 're4', 're5']
718;e2;['re2', 're4', 're5']
719;e6;['re1', 're2', 're14']
720;e1;['re1', 're2', 're3', 're4']
721;e3;['re5', 're6', 're7', 're8', 're9']
722;e5;['re12', 're13']
723;e1;['re1', 're2', 're3', 're4']
724;e1;['re1', 're2', 're3', 're4']
725;e2;['re2', 're4', 're5']
726;e5;['re12', 're13']
727;e5;['re12', 're13']
728;e7;['re7', 're10', 're11']
729;e6;['re1', 're2', 're14']
730;e7;['re7', 're10', 're11']
731;e3;['re5', 're6', 're7', 're8', 're9']
732;e7;['re7', 're10', 're11']
733;e5;['re12', 're13']
