case:concept:name;concept:team;concept:resources
case_561;e2;re16, re12, re15, re10, re4
case_562;e9;re1, re4
case_563;e2;re16, re14, re6
case_564;e4;re17, re13, re15, re4, re3
case_565;e5;re4, re3, re19, re12
case_566;e9;re6, re15, re1, re8, re5
case_567;e7;re2, re15, re13, re1
case_568;e5;re3, re18, re19, re6
case_569;e4;re2, re7, re1, re14, re8
case_570;e4;re1, re15, re3, re7
case_571;e2;re6, re17
case_572;e3;re19, re16, re1, re2, re8
case_573;e5;re17, re2, re10, re6
case_574;e3;re14, re17, re18, re4, re11
case_575;e9;re7, re18, re8, re12
case_576;e3;re18, re11
case_577;e1;re15, re4, re11, re14, re16
case_578;e5;re9, re1, re7, re12
case_579;e8;re16, re13, re7
case_580;e6;re6, re19, re20, re5, re4
case_581;e4;re14, re13
case_582;e8;re13, re3, re5, re17
case_583;e6;re19, re8, re7, re13
case_584;e2;re11, re15, re1, re2
case_585;e1;re17, re4
case_586;e2;re5, re1, re18, re12, re9
case_587;e4;re7, re2, re9, re14, re15
case_588;e3;re8, re19, re4
case_589;e3;re18, re8, re6
case_590;e2;re10, re4, re13, re16
case_591;e5;re7, re15
case_592;e1;re17, re8, re3, re1
case_593;e7;re7, re2, re15
case_594;e9;re9, re1
case_595;e4;re5, re8, re16, re13, re10
case_596;e4;re7, re13, re19, re9
case_597;e6;re10, re1, re15, re12
case_598;e2;re8, re5, re9
case_599;e2;re7, re2, re3, re4, re20
case_600;e9;re19, re4, re11
case_601;e9;re4, re2, re7, re16
case_602;e2;re18, re16
case_603;e8;re1, re16
case_604;e1;re18, re16, re17, re4, re7
case_605;e1;re3, re2, re19, re5, re1
case_606;e4;re20, re7, re9
case_607;e2;re6, re11, re3
case_608;e7;re15, re4, re14
case_609;e9;re13, re8
case_610;e7;re9, re2
case_611;e2;re17, re3, re9, re8, re11
case_612;e1;re18, re17, re3, re10
case_613;e7;re18, re17
case_614;e7;re12, re13, re14, re4, re18
case_615;e8;re20, re9
case_616;e8;re17, re3, re13, re16
case_617;e1;re9, re6, re4, re5
case_618;e8;re3, re10, re2, re18
case_619;e8;re10, re4
case_620;e8;re16, re19
case_621;e2;re6, re18, re11, re5
case_622;e5;re10, re14, re19, re8
case_623;e6;re2, re3, re15, re12
case_624;e6;re15, re3, re7
case_625;e1;re9, re8, re14
case_626;e4;re8, re7, re18, re4
case_627;e4;re2, re3, re4, re11
case_628;e2;re16, re4, re14
case_629;e7;re19, re2, re6, re12
case_630;e5;re19, re17, re1, re8, re6
case_631;e1;re13, re14
case_632;e8;re8, re9
case_633;e8;re8, re3, re10, re5
case_634;e1;re13, re12, re1
case_635;e5;re6, re17, re12
case_636;e4;re6, re11, re9, re18, re8
case_637;e7;re7, re14, re11, re9
case_638;e6;re11, re16, re15, re9, re13
case_639;e9;re13, re19
case_640;e7;re5, re13
case_641;e3;re5, re10, re16
case_642;e1;re9, re13, re1
case_643;e8;re1, re20
case_644;e6;re2, re18, re1
case_645;e7;re7, re10, re2, re19, re14
case_646;e8;re18, re17, re13
case_647;e7;re11, re19, re2, re20
case_648;e3;re5, re17, re16, re6, re15
case_649;e6;re2, re7
case_650;e5;re14, re1
case_651;e2;re16, re19, re15, re13, re9
case_652;e4;re12, re18, re10, re3, re20
case_653;e1;re7, re16, re11, re2, re19
case_654;e3;re10, re6, re16, re17
case_655;e1;re10, re3, re4, re11
case_656;e6;re10, re16, re19, re13
case_657;e3;re11, re10
case_658;e2;re10, re4, re2
case_659;e1;re3, re13
case_660;e6;re11, re5, re18, re6, re13
case_661;e3;re2, re9, re8
case_662;e5;re3, re20
case_663;e3;re3, re19, re9, re15
case_664;e1;re12, re4
case_665;e5;re10, re8, re3, re4
case_666;e7;re6, re9
case_667;e5;re18, re15
case_668;e9;re4, re7, re8, re14
case_669;e9;re20, re2, re4, re15, re9
case_670;e6;re16, re4
case_671;e3;re12, re9, re16, re11, re4
case_672;e2;re13, re9, re17, re4
case_673;e6;re13, re12
case_674;e2;re13, re10
case_675;e8;re17, re6
case_676;e3;re7, re11, re6, re13, re14
case_677;e7;re19, re15
case_678;e2;re4, re16, re8, re5, re10
case_679;e9;re8, re1, re20
case_680;e1;re15, re20, re5, re16, re8
case_681;e8;re2, re10, re5, re13, re8
case_682;e3;re6, re17
case_683;e3;re19, re3, re16, re15
case_684;e1;re20, re11, re16, re1
case_685;e9;re2, re9, re12, re17
case_686;e9;re6, re9
case_687;e9;re9, re19, re8, re18
case_688;e9;re14, re15, re11, re20, re17
case_689;e6;re4, re3, re2
case_690;e7;re13, re1, re2, re18
case_691;e9;re15, re14, re18, re6, re4
case_692;e8;re1, re19, re13, re9, re8
case_693;e1;re11, re13, re3
case_694;e7;re4, re8, re12, re9
case_695;e2;re10, re7, re19, re1
case_696;e8;re17, re2
case_697;e5;re20, re5, re7, re6
case_698;e4;re20, re3, re4, re14
case_699;e1;re13, re8
case_700;e3;re14, re19, re7, re11
case_701;e7;re12, re4, re14, re5, re13
case_702;e7;re18, re17
case_703;e9;re16, re17, re10, re8
case_704;e5;re15, re10, re7
case_705;e8;re20, re2, re3, re11, re10
case_706;e9;re6, re20, re15, re12
case_707;e8;re20, re10, re2, re14
case_708;e7;re12, re5, re3
case_709;e8;re2, re16, re12, re11, re17
case_710;e4;re5, re4
case_711;e4;re16, re7, re10, re3
case_712;e7;re16, re12, re1, re10
case_713;e6;re19, re16, re10, re4, re18
case_714;e7;re9, re14, re6, re8
case_715;e5;re17, re7
case_716;e4;re7, re2, re5
case_717;e7;re4, re9, re16, re12, re15
case_718;e6;re11, re14, re16, re13, re15
case_719;e1;re13, re12, re16, re4
case_720;e2;re10, re14
case_721;e7;re9, re11, re18, re8
case_722;e9;re4, re7, re2, re13
case_723;e4;re18, re13
case_724;e3;re17, re18, re8
case_725;e6;re10, re2, re12, re15
case_726;e1;re7, re6, re16, re17, re18
case_727;e1;re17, re20, re10, re19, re5
case_728;e2;re10, re16, re15
case_729;e9;re15, re9, re4
case_730;e7;re7, re1
case_731;e5;re14, re12, re7
case_732;e9;re19, re10
case_733;e8;re15, re18, re16, re19
case_734;e8;re4, re11
case_735;e9;re11, re7
case_736;e1;re19, re14, re12
case_737;e6;re6, re12, re20
case_738;e2;re15, re2
case_739;e8;re3, re14
case_740;e4;re3, re20, re1, re7, re8
case_741;e4;re11, re7, re13, re16, re12
case_742;e4;re8, re14, re17, re3, re11
case_743;e4;re12, re16, re18
case_744;e3;re17, re14
case_745;e5;re8, re16, re2
case_746;e8;re20, re7, re2
case_747;e3;re13, re16, re11, re9, re14
case_748;e9;re16, re4, re10, re1, re3
case_749;e3;re8, re20, re17, re19, re18
case_750;e5;re3, re1, re6
case_751;e2;re3, re16
case_752;e3;re8, re16
case_753;e7;re2, re7, re6, re3
case_754;e7;re2, re6
case_755;e8;re3, re18, re4, re1
case_756;e1;re14, re13
case_757;e6;re8, re9, re4, re7
case_758;e8;re14, re6, re3, re4, re16
case_759;e2;re12, re11, re8, re17
case_760;e8;re9, re19, re2, re7
case_761;e6;re15, re4
case_762;e7;re18, re4, re8, re11, re15
case_763;e5;re7, re19, re11
case_764;e8;re16, re9, re11, re10
case_765;e3;re17, re2
case_766;e6;re1, re6, re5
case_767;e4;re16, re11, re15
case_768;e6;re16, re13, re8, re3
case_769;e1;re19, re16
case_770;e5;re9, re8, re7
case_771;e6;re9, re17, re2, re18, re20
case_772;e6;re14, re10, re16
case_773;e9;re2, re4, re13, re9, re16
case_774;e9;re8, re18, re6, re2, re13
case_775;e1;re8, re14, re18
case_776;e3;re10, re4, re16
case_777;e2;re10, re4
case_778;e7;re6, re7, re17, re14, re10
case_779;e4;re13, re19, re6, re10
case_780;e6;re3, re19, re8
case_781;e2;re1, re16, re18
case_782;e2;re10, re6, re9, re20, re12
case_783;e9;re20, re9
case_784;e8;re10, re4
case_785;e9;re1, re6, re19, re7
case_786;e8;re12, re16, re8, re15
case_787;e6;re12, re17, re15, re9
case_788;e1;re6, re13, re19
case_789;e9;re13, re1
case_790;e8;re3, re8, re17
case_791;e7;re12, re9, re8, re20
case_792;e8;re14, re4, re3, re15, re20
case_793;e8;re13, re19
case_794;e4;re19, re14, re11
case_795;e6;re2, re19, re7, re13
case_796;e7;re17, re11
case_797;e8;re4, re3, re9
case_798;e1;re18, re2
